ra_ca_id,temp_09.tif,temp_10.tif,temp_11.tif,temp_12.tif,temp_13.tif,prep_09.tif,prep_10.tif,prep_11.tif,prep_12.tif,prep_13.tif,spi_09,spi_10,spi_11,spi_12,spi_13,di_09,di_10,di_11,di_12,di_13,st_200_e,st_100_e,st_60_e,cl_13_e,cl_12_e,cl_11_e,cl_10_e,soc_0.tif,soc_10.tif,soc_30.tif,cl_09,st_0,st_30_e,x,y,so_cstock5,so_cstock30,so_cstock100,geometry
C1505W03,17.917251586914062,17.808250427246094,18.865501403808594,19.179250717163086,18.224084854125977,91.89066314697266,91.89066314697266,81.98883056640625,71.67169189453125,134.04916381835938,-0.26305556297302246,1.3480556011199951,-1.150694489479065,-1.6413888931274414,0.7944444417953491,0.9169444441795349,3.442638874053955,-3.1050000190734863,-5.099722385406494,0.934166669845581,7,4,4,190,190,190,190,5,4,2,190,7,4,-83.5,32.36,26.3166073540349,82.3651889705643,193.845374047298,"c(-83.5, 32.36)"
C1505W12,18.317251205444336,17.84341812133789,18.852500915527344,19.225250244140625,18.315000534057617,103.99358367919922,103.99358367919922,76.93499755859375,81.3723373413086,136.80149841308594,-0.6576389074325562,1.2370833158493042,-0.9244444370269775,-1.570555567741394,0.6547222137451172,0.8547222018241882,3.257638931274414,-2.354583263397217,-5.100555419921875,0.3743055462837219,6,6,6,142,142,142,142,4,3,1,142,9,6,-83.71,31.729999999999997,17.0947476509989,73.6209112354705,131.283874727157,"c(-83.71, 31.73)"
C1507C01,19.559417724609375,18.654916763305664,19.60325050354004,20.081750869750977,19.329833984375,99.13141632080078,99.13141632080078,80.5530014038086,93.83831024169922,148.55316162109375,-0.36444443464279175,0.3547222316265106,-1.7269444465637207,-1.326111078262329,0.23444443941116333,0.7877777814865112,0.2683333456516266,-3.850416660308838,-4.764444351196289,-0.9434722065925598,6,6,6,10,225,2,2,2,2,2,10,9,9,-84.61,31.09,4.92544967292111,29.5526980375267,52.3169372683739,"c(-84.61, 31.09)"
C1507C03,19.78116798400879,18.840084075927734,19.724584579467773,20.107833862304688,19.312084197998047,96.24424743652344,96.24424743652344,86.302337646484375,98.77281188964844,153.54383850097656,-0.39972221851348877,0.28930556774139404,-1.7827777862548828,-1.1868054866790771,0.21361111104488373,0.5715277791023254,-0.14499999582767487,-4.084305763244629,-4.732361316680908,-1.0288888216018677,6,6,6,2,10,2,2,2,2,1,10,9,6,-84.75,31.07,4.61674346367222,27.7004607820333,42.138596619969,"c(-84.75, 31.07)"
C1507C04,18.759000778198242,18.327417373657227,19.217918395996094,19.529251098632812,18.64116859436035,77.79724884033203,77.79724884033203,82.00983428955078,100.73236846923828,161.74600219726562,-0.3023611307144165,0.36097222566604614,-1.9576388597488403,-1.3709721565246582,0.46388888359069824,1.277083396911621,0.4138889014720917,-4.616805553436279,-5.2640275955200195,-0.6577777862548828,6,6,6,122,122,122,122,3,2,1,10,9,6,-84.72,31.33,4.11127322696991,24.6676393618195,43.3412804384406,"c(-84.72, 31.33)"
C1507C05,19.270000457763672,18.86191749572754,19.765666961669922,19.910751342773438,19.2358341217041,83.46058654785156,83.46058654785156,83.35091400146484,103.72440338134766,142.47900390625,-0.5294444561004639,0.1552777737379074,-1.3852777481079102,-0.9787499904632568,0.3995833396911621,0.9462500214576721,0.3938888907432556,-3.6879167556762695,-4.2758331298828125,-0.25333330035209656,6,6,6,142,190,190,141,4,3,2,190,9,9,-83.88,30.91,2.71749376160149,16.3049625696089,35.1241219279543,"c(-83.88, 30.91)"
C1507C06,18.905418395996094,18.423084259033203,19.279251098632812,19.352750778198242,18.446001052856445,87.21299743652344,87.21299743652344,67.61066436767578,84.77012634277344,106.18949890136719,-0.433611124753952,1.1484721899032593,-1.1438888311386108,-1.2827777862548828,0.6127777695655823,0.07874999940395355,2.312361001968384,-3.079305648803711,-4.455138683319092,0.7159722447395325,6,6,6,2,142,190,190,2,2,1,1,9,6,-81.74,32.34000000000001,4.32670601919362,25.9602361151617,41.7085113101904,"c(-81.74, 32.34)"
C1507C07,19.172666549682617,18.499500274658203,19.372333526611328,19.771251678466797,18.96150016784668,92.09441375732422,92.09441375732422,83.65142059326172,93.55778503417969,158.2637481689453,-0.3780555725097656,0.27513888478279114,-1.847499966621399,-1.3966666460037231,0.3179166615009308,0.883472204208374,0.20208333432674408,-4.3313889503479,-5.244444370269775,-1.0111111402511597,6,6,6,225,225,10,2,3,2,1,1,9,6,-84.65,31.22,2.77775541941087,16.6665325164652,36.3444707942664,"c(-84.65, 31.22)"
C1507C08,20.404083251953125,19.36225128173828,19.9320011138916,20.2308349609375,19.36741828918457,98.534332275390625,98.534332275390625,93.62408447265625,100.28026580810547,161.6366729736328,-0.34416666626930237,0.48152777552604675,-1.589027762413025,-1.1161110401153564,0.36763888597488403,0.2594444453716278,-0.06763888895511627,-4.046249866485596,-4.633749961853027,-0.7901389002799988,6,6,6,1,10,1,2,2,2,1,2,9,6,-84.84,31.050000000000008,6.30390762954412,22.2323314818999,41.8997012892596,"c(-84.84, 31.05)"
C1507C10,18.85091781616211,18.290334701538086,19.22533416748047,19.591751098632812,18.712167739868164,108.39116668701172,108.39116668701172,73.941497802734375,91.92755889892578,147.69749450683594,-0.4497222304344177,0.8129166960716248,-1.114444375038147,-1.387222170829773,0.6359722018241882,1.2165278196334839,2.54152774810791,-2.8651390075683594,-4.86597204208374,0.17722220718860626,6,6,6,2,2,2,2,2,2,1,2,9,6,-83.79,31.459999999999997,3.38009917957331,20.2805950774399,35.959603238377,"c(-83.79, 31.46)"
